text,coarse_label
What does the name Gina mean ?,description
What is the most advanced handheld calculator in the world ?,entity
How fast is light ?,numeric
What is the belt of low pressure around the equator called ?,entity
What are shooting stars ?,description
Whom did the Chicago Bulls beat in the 1993 championship ?,human
When was the first American encyclopedia published ?,numeric
What 's the tallest building in New York City ?,location
How is Easter Sunday 's date determined ?,description
What is the Motto for the State of Maryland ?,description
Who is Desmond Tutu ?,human
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,location
Name a tiger that is extinct .,entity
How many quarters equal a pound ?,numeric
What kind of books does Fodor 's publish ?,entity
"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",human
What chapter of the Bible has the most verses ?,numeric
Who is the worst US President ever ?,human
What Asian leader was known as The Little Brown Saint ?,human
What is the abbreviated expression for the National Bureau of Investigation ?,abbreviation
How fast does the fastest car go ?,numeric
What is the highest mountain in the world ?,location
What arch can you see from the Place de la Concorde ?,location
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,human
How long should a person wash their hands before they are clean ?,numeric
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,location
Which is the wealthiest country in the world ?,location
How can I find a phone number of someone if I only know their email address ?,description
How can you contact play producers and promoters on-line ?,description
Who is the monarch of the United Kingdom ?,human
What is a fear of passing high objects ?,entity
What do players try to do when the music stops in a game of musical chairs ?,description
What are the top ten most common girl names in the US ?,human
Why is black the color of mourning in the West ?,description
What is the rarest coin ?,entity
What Judith Rossner novel was made into a film starring Diane Keaton ?,entity
Which country is Australia 's largest export market ?,location
Where is the Kentucky Horse Park located ?,location
What is a fear of parasites ?,entity
In what Olympic Games did Nadia Comaneci become popular ?,entity
Who does data collection in tourism ?,human
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,human
What is the leading pecan and peanut growing state ?,location
What does a nihilist believe in ?,description
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,description
"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",entity
Who were the four famous founders of United Artists ?,human
What 2 statues did France give to other countries ?,entity
What are amphibians ?,description
How many sperm cells are in an average ejaculation ?,numeric
Name the disposable razor that `` costs about 19 cents . '',entity
How far do you have to run if you hit a home run ?,numeric
Who was the only U.S. President to wear a Nazi uniform ?,human
Woodrow Wilson served as president of what university ?,human
Where are the tropical rain forest distributions ?,location
What 's the nickname of oddsmaker Jimmy Snyder ?,human
What is the fear of being loved ?,entity
What was the number of people that Randy Steven Craft was convicted of killing ?,numeric
What was Queen Victoria 's title regarding India ?,human
How is a hydrogen bomb different from a nuclear bomb ?,description
How far can a man travel in outer space ?,numeric
Where was Lincoln assassinated ?,location
What type of food makes you fat ?,entity
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,entity
What was the U.S. highway death toll in 1969 ?,numeric
"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",entity
What are the shortest and the longest songs ever produced ?,entity
What letter is to the right of K on a typewriter keyboard ?,entity
"What is the origin and the meaning of the name , `` Hajo ? ''",description
What is the plural of gulf ?,entity
Whose autobiography is titled Yes I Can ?,human
What year did the United States pass the Copyright law ?,numeric
What percentage of Americans own their homes ?,numeric
What 's the first day of the week ?,numeric
What city was President William McKinley shot in ?,location
What city has the world 's longest subway system ?,location
"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",human
What is Bombay duck ?,description
How many degrees cooler is the inside of a cucumber than the air outside ?,numeric
What double talking `` professor '' holds a doctorate in Nothing ?,human
What are the five most expensive cities in the world ?,location
What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?,human
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,numeric
What is a virtual IP address ?,description
What was the name of the cook on Rawhide ?,human
What county is Chicago in ?,location
What is the wingspan of a condor ?,numeric
What facial feature typically contains about 55 hairs ?,description
"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",human
How can I transport files from one computer to another ?,description
What 's the literary term for a play on words ?,entity
What color were their horses ?,entity
What does an average daycare provider get paid in New England ?,numeric
What author landed a 468-pound marlin without harness in the early 193 's ?,human
How many Americans fought for the British in the American Revolution ?,numeric
What kind of education do I need to become a flight attendant ?,entity
What are the two languages of Malta ?,entity
How many oceans are there and name them ?,numeric
What happened during the Blackhawk Indian war of 1832 ?,description
How many pairs of legs does a lobster have ?,numeric
What does the Latin ante mortem mean ?,description
What does the name Shawn mean ?,description
Where is the Danube ?,location
"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?",human
What do you call a group of geese ?,entity
"Who delivered his last newscast on March 6 , 1981 ?",human
"How many times has `` Louie , Louie '' been recorded ?",numeric
How is Answers.com different from KnowPost.com ?,description
What is the longest place name in the U.S. ?,location
What percent liked Thatcher after she had been in power for a decade ?,numeric
"Where does Buzz Aldrin want to build a permanent , manned space station ?",location
What was Mel Gibson 's first movie ?,entity
